8.000000000000000167e-03,1.663730999999999995e+03
1.600000000000000033e-02,1.643218000000000075e+03
7.000000000000000666e-02,1.635909000000000106e+03
2.540000000000000036e-01,1.339943999999999960e+03
2.810000000000000275e-01,9.311440000000000055e+02
7.149999999999999689e-01,1.783167999999999893e+03
7.339999999999999858e-01,1.663730999999999995e+03
1.336000000000000076e+00,1.252740999999999985e+03
1.562999999999999945e+00,1.218317999999999984e+03
1.909999999999999920e+00,1.580940000000000055e+03
2.250000000000000000e+00,1.676933999999999969e+03
2.410000000000000142e+00,1.391949000000000069e+03
2.460999999999999854e+00,1.578750999999999976e+03
2.616999999999999993e+00,8.666760000000000446e+02
2.656000000000000139e+00,1.213904999999999973e+03
2.745999999999999996e+00,1.662990000000000009e+03
2.887000000000000011e+00,1.452746000000000095e+03
3.145000000000000018e+00,1.937734999999999900e+03
3.262000000000000011e+00,1.216836000000000013e+03
3.285000000000000142e+00,1.120875000000000000e+03
3.305000000000000160e+00,1.126736000000000104e+03
3.351999999999999869e+00,1.199994999999999891e+03
3.383000000000000007e+00,1.319397999999999911e+03
3.430000000000000160e+00,1.312088999999999942e+03
3.625000000000000000e+00,1.432973999999999933e+03
3.793000000000000149e+00,1.419063000000000102e+03
3.883000000000000007e+00,1.454228000000000065e+03
4.147999999999999687e+00,1.202924999999999955e+03
4.461000000000000298e+00,1.503303000000000111e+03
4.488000000000000433e+00,1.578009999999999991e+03
4.530999999999999694e+00,1.476929000000000087e+03
4.543000000000000149e+00,1.448366999999999962e+03
4.652000000000000135e+00,1.828570999999999913e+03
4.695000000000000284e+00,1.725268000000000029e+03
4.753999999999999559e+00,1.346511999999999944e+03
4.937999999999999723e+00,1.457157999999999902e+03
5.152000000000000135e+00,1.430044000000000096e+03
5.253999999999999559e+00,1.446884999999999991e+03
5.323999999999999844e+00,1.276924999999999955e+03
5.426000000000000156e+00,1.598521999999999935e+03
5.788999999999999702e+00,1.422701000000000022e+03
5.926000000000000156e+00,1.493769999999999982e+03
5.945000000000000284e+00,1.520884999999999991e+03
6.089999999999999858e+00,1.947267000000000053e+03
6.105000000000000426e+00,2.126726000000000113e+03
6.171999999999999709e+00,1.523074000000000069e+03
6.211000000000000298e+00,9.897509999999999764e+02
6.253999999999999559e+00,9.084420000000000073e+02
6.293000000000000149e+00,9.934220000000000255e+02
6.378999999999999559e+00,1.375107999999999947e+03
6.410000000000000142e+00,1.396327999999999975e+03
6.434000000000000163e+00,1.372178000000000111e+03
6.503999999999999559e+00,1.352373000000000047e+03
6.594000000000000306e+00,1.452746000000000095e+03
6.983999999999999986e+00,1.523815000000000055e+03
7.019999999999999574e+00,1.232969000000000051e+03
7.141000000000000014e+00,1.338461999999999989e+03
7.187999999999999723e+00,1.532605999999999995e+03
7.195000000000000284e+00,1.523815000000000055e+03
7.328000000000000291e+00,1.290835000000000036e+03
7.410000000000000142e+00,1.441765000000000100e+03
7.836000000000000298e+00,1.104034000000000106e+03
7.883000000000000007e+00,1.235159000000000106e+03
7.891000000000000014e+00,1.217576999999999998e+03
7.918000000000000149e+00,1.325291999999999916e+03
7.937999999999999723e+00,1.351664999999999964e+03
8.003999999999999559e+00,1.399999000000000024e+03
8.301000000000000156e+00,1.421993999999999915e+03
8.313000000000000611e+00,1.401480999999999995e+03
8.320000000000000284e+00,1.361904999999999973e+03
8.343999999999999417e+00,1.362645999999999958e+03
8.547000000000000597e+00,8.893780000000000427e+02
8.772999999999999687e+00,1.303298000000000002e+03
8.945000000000000284e+00,1.528934999999999945e+03
9.406000000000000583e+00,1.168501999999999953e+03
9.582000000000000739e+00,1.457157999999999902e+03
9.608999999999999986e+00,1.465208000000000084e+03
9.647999999999999687e+00,1.478377999999999929e+03
9.707000000000000739e+00,1.488651000000000067e+03
9.772999999999999687e+00,1.528934999999999945e+03
9.977000000000000313e+00,1.542845000000000027e+03
1.011299999999999955e+01,7.787649999999999864e+02
1.014100000000000001e+01,9.575170000000000528e+02
1.018399999999999928e+01,1.252000000000000000e+03
1.050000000000000000e+01,1.428561999999999898e+03
1.066799999999999926e+01,1.968487000000000080e+03
1.072700000000000031e+01,2.034436999999999898e+03
1.091000000000000014e+01,1.034446999999999889e+03
1.108200000000000074e+01,1.268875000000000000e+03
1.110500000000000043e+01,1.281303000000000111e+03
1.127299999999999969e+01,1.470327999999999975e+03
1.173000000000000043e+01,1.369954999999999927e+03
1.175399999999999956e+01,1.489392000000000053e+03
1.178500000000000014e+01,1.521625999999999976e+03
1.180499999999999972e+01,1.504044000000000096e+03
1.182399999999999984e+01,1.420511999999999944e+03
1.226200000000000045e+01,2.084253000000000156e+03
1.228500000000000014e+01,2.008805000000000064e+03
1.241799999999999926e+01,1.017572000000000003e+03
1.266000000000000014e+01,1.317209000000000060e+03
1.269899999999999984e+01,1.380228000000000065e+03
1.276999999999999957e+01,1.517212999999999965e+03
1.295299999999999940e+01,1.431491999999999962e+03
1.308200000000000074e+01,1.886436999999999898e+03
1.309399999999999942e+01,1.750900000000000091e+03
1.325799999999999912e+01,1.176551999999999907e+03
1.351200000000000045e+01,1.482789999999999964e+03
1.367200000000000060e+01,1.682795000000000073e+03
1.367999999999999972e+01,1.645407999999999902e+03
1.378899999999999970e+01,1.976570999999999913e+03
1.381600000000000072e+01,1.835913999999999987e+03
1.384800000000000075e+01,1.443213999999999942e+03
1.398000000000000043e+01,1.062268000000000029e+03
1.419500000000000028e+01,1.350923999999999978e+03
1.435200000000000031e+01,1.520884999999999991e+03
1.451600000000000001e+01,1.470327999999999975e+03
1.456600000000000072e+01,1.356785000000000082e+03
1.457799999999999940e+01,1.347252999999999929e+03
1.481600000000000072e+01,1.068128999999999905e+03
1.482000000000000028e+01,1.092313000000000102e+03
1.497700000000000031e+01,1.362645999999999958e+03
1.518800000000000061e+01,1.540655999999999949e+03
1.533999999999999986e+01,1.886436999999999898e+03
1.548399999999999999e+01,9.311440000000000055e+02
1.567200000000000060e+01,1.460087999999999965e+03
1.573399999999999999e+01,1.330412000000000035e+03
1.575799999999999912e+01,1.326740999999999985e+03
1.580899999999999928e+01,1.386829999999999927e+03
1.645299999999999940e+01,1.489392000000000053e+03
1.676200000000000045e+01,1.526744999999999891e+03
1.678900000000000148e+01,1.443213999999999942e+03
1.681299999999999883e+01,1.378746000000000095e+03
1.691000000000000014e+01,2.534077999999999975e+03
1.702700000000000102e+01,8.249099999999999682e+02
1.713700000000000045e+01,1.254930000000000064e+03
1.720700000000000074e+01,1.335531999999999925e+03
1.746099999999999852e+01,1.431491999999999962e+03
1.766000000000000014e+01,1.521625999999999976e+03
1.777700000000000102e+01,1.600744999999999891e+03
1.802299999999999969e+01,1.389759999999999991e+03
1.811700000000000088e+01,1.460796000000000049e+03
1.817999999999999972e+01,1.498890000000000100e+03
1.847299999999999898e+01,2.167043000000000120e+03
1.866400000000000148e+01,1.108413000000000011e+03
1.878500000000000014e+01,1.372884999999999991e+03
1.880099999999999838e+01,1.382416999999999916e+03
1.890599999999999881e+01,1.404412000000000035e+03
1.896499999999999986e+01,1.493769999999999982e+03
1.907400000000000162e+01,1.385347999999999956e+03
1.911700000000000088e+01,1.430044000000000096e+03
1.912900000000000134e+01,1.450556000000000040e+03
1.917200000000000060e+01,1.482789999999999964e+03
1.926999999999999957e+01,1.430785000000000082e+03
1.930900000000000105e+01,1.523815000000000055e+03
1.935500000000000043e+01,1.442506000000000085e+03
1.937900000000000134e+01,1.323068999999999960e+03
1.950400000000000134e+01,1.062268000000000029e+03
1.968799999999999883e+01,1.344323000000000093e+03
1.975799999999999912e+01,1.483530999999999949e+03
1.980900000000000105e+01,1.548705999999999904e+03
2.005499999999999972e+01,2.012442000000000007e+03
2.010500000000000043e+01,1.497442000000000007e+03
2.012099999999999866e+01,1.273252999999999929e+03
2.042599999999999838e+01,1.390467000000000098e+03
2.054700000000000060e+01,1.517953999999999951e+03
2.055900000000000105e+01,1.506232999999999947e+03
2.072299999999999898e+01,1.600744999999999891e+03
2.074200000000000088e+01,1.500372000000000071e+03
2.081599999999999895e+01,1.384606999999999971e+03
2.100400000000000134e+01,7.084370000000000118e+02
2.100799999999999912e+01,7.340689999999999600e+02
2.123000000000000043e+01,1.451297000000000025e+03
2.140200000000000102e+01,1.562651000000000067e+03
2.146499999999999986e+01,1.643218000000000075e+03
2.156599999999999895e+01,1.893779999999999973e+03
2.163299999999999912e+01,8.761739999999999782e+02
2.166799999999999926e+01,7.208659999999999854e+02
2.200000000000000000e+01,1.500372000000000071e+03
2.211299999999999955e+01,1.501113000000000056e+03
2.217599999999999838e+01,1.597815000000000055e+03
2.266000000000000014e+01,1.468878999999999905e+03
2.267200000000000060e+01,1.401480999999999995e+03
2.267999999999999972e+01,1.417580999999999904e+03
2.280900000000000105e+01,1.405118999999999915e+03
2.284400000000000119e+01,1.412461999999999989e+03
2.298799999999999955e+01,1.503303000000000111e+03
2.327700000000000102e+01,1.132596999999999980e+03
2.332000000000000028e+01,1.325291999999999916e+03
2.343799999999999883e+01,1.288645999999999958e+03
2.354700000000000060e+01,1.373625999999999976e+03
2.363700000000000045e+01,1.495960000000000036e+03
2.366400000000000148e+01,1.526744999999999891e+03
2.367599999999999838e+01,1.549446999999999889e+03
2.371499999999999986e+01,1.527486000000000104e+03
2.371900000000000119e+01,1.491580999999999904e+03
2.377700000000000102e+01,1.462278000000000020e+03
2.385900000000000176e+01,1.361163999999999987e+03
2.397700000000000031e+01,1.797818999999999960e+03
2.408200000000000074e+01,7.018350000000000364e+02
2.425000000000000000e+01,1.514282999999999902e+03
2.425799999999999912e+01,1.489392000000000053e+03
2.477299999999999969e+01,8.051390000000000100e+02
2.480099999999999838e+01,9.040289999999999964e+02
2.500799999999999912e+01,1.342133000000000038e+03
2.508200000000000074e+01,1.433714999999999918e+03
2.512900000000000134e+01,1.513541999999999916e+03
2.517599999999999838e+01,1.465208000000000084e+03
2.530499999999999972e+01,1.415392000000000053e+03
2.537900000000000134e+01,1.396327999999999975e+03
2.559799999999999898e+01,1.207336999999999989e+03
2.564499999999999957e+01,1.016124000000000024e+03
2.566400000000000148e+01,1.005143000000000029e+03
2.567999999999999972e+01,1.075471999999999980e+03
2.574599999999999866e+01,1.456416999999999916e+03
2.594099999999999895e+01,1.402189000000000078e+03
2.599599999999999866e+01,1.412461999999999989e+03
2.601999999999999957e+01,1.439576000000000022e+03
2.602700000000000102e+01,1.445436999999999898e+03
2.613700000000000045e+01,1.337721000000000004e+03
2.620700000000000074e+01,1.841775000000000091e+03
2.627299999999999969e+01,1.628567000000000007e+03
2.632799999999999940e+01,1.032223999999999933e+03
2.639099999999999824e+01,1.089382000000000062e+03
2.658599999999999852e+01,1.319397999999999911e+03
2.660900000000000176e+01,1.320138999999999896e+03
2.664099999999999824e+01,1.346511999999999944e+03
2.666799999999999926e+01,1.413202999999999975e+03
2.677700000000000102e+01,1.451297000000000025e+03
2.683999999999999986e+01,1.430044000000000096e+03
2.689499999999999957e+01,1.461537000000000035e+03
2.689799999999999969e+01,1.471068999999999960e+03
2.690599999999999881e+01,1.452005000000000109e+03
2.691000000000000014e+01,1.490839999999999918e+03
2.691400000000000148e+01,1.477670000000000073e+03
2.704299999999999926e+01,1.664471999999999980e+03
2.710900000000000176e+01,1.056407999999999902e+03
2.715599999999999881e+01,7.611829999999999927e+02
2.754299999999999926e+01,1.406601000000000113e+03
2.761700000000000088e+01,1.490839999999999918e+03
2.773400000000000176e+01,1.279114000000000033e+03
2.783999999999999986e+01,1.960436999999999898e+03
2.797700000000000031e+01,1.193393000000000029e+03
2.805499999999999972e+01,1.402930000000000064e+03
2.807799999999999940e+01,1.471068999999999960e+03
2.816000000000000014e+01,1.341392000000000053e+03
2.830099999999999838e+01,1.464467000000000098e+03
2.835200000000000031e+01,1.506973999999999933e+03
2.867999999999999972e+01,1.477670000000000073e+03
2.874200000000000088e+01,1.139939000000000078e+03
2.883999999999999986e+01,1.199994999999999891e+03
2.886700000000000088e+01,1.388278000000000020e+03
2.920299999999999940e+01,1.499631000000000085e+03
2.937900000000000134e+01,1.265202999999999975e+03
2.941799999999999926e+01,1.348734999999999900e+03
2.953900000000000148e+01,1.516471999999999980e+03
2.975400000000000134e+01,1.513541999999999916e+03
2.980099999999999838e+01,1.438835000000000036e+03
2.984799999999999898e+01,1.322327999999999975e+03
2.993400000000000105e+01,1.453487000000000080e+03
3.021099999999999852e+01,1.291576000000000022e+03
3.024599999999999866e+01,1.607313000000000102e+03
3.026599999999999824e+01,1.729680000000000064e+03
3.071499999999999986e+01,1.421252999999999929e+03
3.079299999999999926e+01,1.473258000000000038e+03
3.083999999999999986e+01,1.460796000000000049e+03
3.107400000000000162e+01,2.096715000000000146e+03
3.128099999999999881e+01,1.302557000000000016e+03
3.170299999999999940e+01,1.252000000000000000e+03
3.175000000000000000e+01,1.260790999999999940e+03
3.183200000000000074e+01,1.574372000000000071e+03
3.185500000000000043e+01,1.512094000000000051e+03
3.196499999999999986e+01,8.901190000000000282e+02
3.202300000000000324e+01,1.261531999999999925e+03
3.204699999999999704e+01,1.410980000000000018e+03
3.236699999999999733e+01,1.469586999999999989e+03
3.245700000000000074e+01,1.472517000000000053e+03
3.249199999999999733e+01,1.353855000000000018e+03
3.256300000000000239e+01,1.951645999999999958e+03
3.258200000000000074e+01,1.895228000000000065e+03
3.259000000000000341e+01,1.806609999999999900e+03
3.271099999999999852e+01,1.112084000000000060e+03
3.272699999999999676e+01,1.210268000000000029e+03
3.276599999999999824e+01,1.383157999999999902e+03
3.282800000000000296e+01,1.502561999999999898e+03
3.325399999999999778e+01,1.369248000000000047e+03
3.335499999999999687e+01,1.435904999999999973e+03
3.353099999999999881e+01,9.384529999999999745e+02
3.372699999999999676e+01,1.394880000000000109e+03
3.387100000000000222e+01,1.512835000000000036e+03
3.402700000000000102e+01,1.543586000000000013e+03
3.412899999999999778e+01,1.360455999999999904e+03
3.440599999999999881e+01,1.255671000000000049e+03
3.460900000000000176e+01,1.386088999999999942e+03
3.477700000000000102e+01,1.483530999999999949e+03
3.504699999999999704e+01,1.456416999999999916e+03
3.531600000000000250e+01,1.469586999999999989e+03
